YelpLeaf,YelpParent1,YelpParent2,YelpParent3,MatchLeaf,MatchParent1,MatchParent2,MatchParent3,Tradition,Self-Expression,Utilitarian,Charisma,Egalitarian,Neighborliness,Formality,Exhibitionism,Glamour,Transgression,Rationality,Locality,State,Corporateness,Ethnicity
Beer Hall,Restaurants,-,-,Bars & Pubs,-,-,-,3.0,3.0,1.8,3.2,3.0,3.8,3.0,3.2,3.0,3.0,2.25,3.5,2.75,3.0,3.0
Beer Tours,Tours,Hotels & Travel,-,Tour operators,-,-,-,3.0,3.0,2.2,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.75,3.0,3.0,3.0
Behavior Analysts,Health & Medical,-,-,Psychoanalysts,Therapy & Counselling,-,-,3.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Beira,Portuguese,Restaurants,-,Portuguese Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0
Beisl,Restaurants,-,-,Restaurants,Restaurants,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Belgian,Restaurants,-,-,Restaurants,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Bento,Food,-,-,Japanese Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Berrichon,French,Restaurants,-,French Restaurant,-,-,-,3.8,3.0,3.0,3.0,3.0,3.0,3.2,3.0,3.75,3.0,3.0,3.0,3.0,3.0,3.0
Bespoke Clothing,Shopping,-,-,Men\'s Custom Jackets & Suits,-,-,-,3.0,3.4,2.4,3.4,2.4,3.6,3.8,3.0,3.0,2.75,3.0,3.5,3.0,1.0,3.0
Betting Centers,Arts & Entertainment,-,-,Casinos,-,-,-,3.0,3.0,2.0,3.0,2.5,2.5,3.5,3.5,4.0,3.5,3.0,3.0,3.0,4.0,3.0
Beverage Store,Food,-,-,"Beer, Wine and Liquor Stores",Food and Beverage Stores,Retail Trade,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0
Bicycle Paths,Active Life,-,-,Fitness & recreational sports centers,-,-,-,3.0,3.0,3.0,3.0,3.0,3.4,3.6,3.8,3.0,3.0,2.75,3.0,3.0,3.0,3.0
Bike Repair/Maintenance,Local Services,-,-,Bicycle Dealers-Sales & Service,-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Bike Associations,Bicycles,-,-,Bicycle Dealers-Sales & Service,-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Bike Parking,Active Life,-,-,Bicycle Dealers-Sales & Service,-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Bike Rentals,Active Life,-,-,Bicycle Rental,Bicycles,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Bike Repair,Bicycles,-,-,Bicycle Dealers-Sales & Service,-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Bikes,Sporting Goods,Shopping,-,Bicycle Dealers-Sales & Service,-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Bike Sharing,Transportation,Hotels & Travel,-,Bicycle Rental,Bicycles,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Bike Shop,Bicycles,-,-,Bicycle Dealers-Sales & Service,Bicycles,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Bike tours,Tours,Hotels & Travel,-,Tour operators,-,-,-,3.0,3.0,2.2,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.75,3.0,3.0,3.0
Billing Services,Professional Services,-,-,Offices of Accountants,"Accounting, Tax Preparation, Bookkeeping and Payroll Services","Professional, Scientific and Technical Services",-,3.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0
Bingo Halls,Arts & Entertainment,-,-,Bingo Halls,Games,-,-,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Biohazard Cleanup,Local Services,-,-,Pollution Control,Environment,-,-,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Bird Shops,Pet Stores,Pets,-,Pet Shops,Pet Services,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Bistros,Restaurants,-,-,Gourmet Restaurant,-,-,-,3.0,3.4,2.4,3.2,1.6,3.0,4.6,3.4,4.0,2.25,3.0,3.0,3.0,3.0,3.0
Black Sea,Restaurants,-,-,Restaurants,Restaurants,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Shades & Blinds,Home Services,-,-,Home Designers,General Supplies & Services,-,-,3.0,3.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Blood & Plasma Donation Centers,Health & Medical,-,-,Blood Banks & Donors Clinics,Associations & Organizations,-,-,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Blowfish,Japanese,Restaurants,-,Japanese Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Blow Dry/Out Services,Hair Salons,Beauty & Spas,-,Beauty salons,-,-,-,3.0,3.6,2.2,3.0,3.0,3.4,3.2,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0
Boat Charters,Event Planning & Services,-,-,"Boat & Yacht Charters, Rental, & Leasing",-,-,-,3.0,3.0,2.2,3.0,1.6,3.2,3.8,3.0,3.0,2.25,3.0,3.0,3.0,3.0,3.0
Boat Dealers,Automotive,-,-,Boat Dealers,Boats & Watersports,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Boating,Active Life,-,-,boating,-,-,-,3.2,3.0,2.0,3.0,2.4,3.0,3.0,3.2,3.0,2.25,2.75,4.0,3.0,3.0,3.0
Boat Parts & Supplies,Automotive,-,-,Boat Equipment & Supplies,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Boat Repair,Professional Services,-,-,Ship Builders & Repairers,Boats & marine,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Boat Tours,Tours,Hotels & Travel,-,Boat-Charter & Cruises,-,-,-,3.5,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0
Bobsledding,Active Life,-,-,Snowmobiles,"Skiing, Skating & Winter Sports",-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Bocce Ball,Active Life,-,-,Fitness & recreational sports centers,-,-,-,3.0,3.0,3.0,3.0,3.0,3.4,3.6,3.8,3.0,3.0,2.75,3.0,3.0,3.0,3.0
Body Contouring,Health & Medical,-,-,Health Service,"Medical Products, Equipment & Services",-,-,3.0,3.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Body Shops,Automotive,-,-,"Automotive Body, Paint and Interior Repair and Maintenance","Automotive Body, Paint, Interior and Glass Repair",Automotive Repair and Maintenance,Other Services (except Public Administration),3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Bookbinding,Local Services,-,-,Bookbinders' Equipment & Supplies,Books,-,-,4.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Bookkeepers,Professional Services,-,-,Bookkeeping Service,-,-,-,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0
Bookstores,"Books, Mags, Music & Video",Shopping,-,Book stores,-,-,-,3.0,3.6,3.0,4.0,3.0,3.2,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0
Boot Camps,Fitness & Instruction,Active Life,-,Exercise & Physical Fitness Programs,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.4,3.2,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Boudoir Photography,Photographers,Event Planning & Services,-,"Photography studios, portrait",-,-,-,3.4,3.2,2.8,2.6,3.0,3.0,4.0,3.6,3.0,2.0,3.0,3.0,3.0,3.25,3.0
Bounce House Rentals,Party Equipment Rentals,Event Planning & Services,-,Party Supplies-Rental,Party Supplies & Services,-,-,3.0,3.5,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0
Bourguignon,French,Restaurants,-,French Restaurant,-,-,-,3.8,3.0,3.0,3.0,3.0,3.0,3.2,3.0,3.75,3.0,3.0,3.0,3.0,3.0,3.0
Bowling,Active Life,-,-,Bowling centers,-,-,-,3.0,3.0,2.0,2.8,3.0,3.0,2.4,2.8,2.0,3.0,2.5,3.0,3.0,3.0,3.0
Boxing,Fitness & Instruction,Active Life,-,Boxing Instruction,Sports Services,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Brasseries,Restaurants,-,-,Brasserie,"Bars, Pubs & Cafes",-,-,3.5,3.0,2.5,3.0,3.5,4.0,3.0,3.0,3.0,3.0,2.0,3.5,3.0,3.0,3.0
Brazilian,Restaurants,-,-,Brazilian Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.25
Brazilian Empanadas,Brazilian,Restaurants,-,Brazilian Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.25
Brazilian Jiu-jitsu,Martial Arts,Fitness & Instruction,Active Life,Martial Arts & Self-Defense Instruction,-,-,-,4.0,2.5,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.5
Breakfast & Brunch,Restaurants,-,-,Breakfast & Brunch Restaurant,-,-,-,3.0,3.0,3.0,3.0,3.0,3.6,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0
Breweries,Food,-,-,Breweries,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
Brewing Supplies,Shopping,-,-,Brewers' Equipment & Supplies,Food & Beverages,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Brewpubs,Breweries,Food,-,Bars & Pubs,-,-,-,3.0,3.0,1.8,3.2,3.0,3.8,3.0,3.2,3.0,3.0,2.25,3.5,2.75,3.0,3.0
Bridal,Shopping,-,-,Bridal Shops,-,-,-,4.0,3.0,2.0,3.0,3.0,3.0,4.5,3.0,4.5,2.5,2.5,3.0,3.0,3.0,3.0
British,Restaurants,-,-,British Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.25
Bubble Soccer,Active Life,-,-,Fitness and Recreational Sports Centres,-,-,-,3.0,3.0,2.5,3.0,3.0,3.0,3.0,3.5,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Bubble Tea,Food,-,-,Tea,Beverages,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5
Buddhist Temples,Religious Organizations,-,-,Religious Organizations,-,-,-,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0
Buffets,Restaurants,-,-,Buffets Restaurant,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.75,3.0,3.0,3.0
Building Supplies,Home Services,-,-,Home Centres,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Bulgarian,Restaurants,-,-,Restaurants,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Bulk Billing,Medical Centers,Health & Medical,-,Health Service,"Medical Products, Equipment & Services",-,-,3.0,3.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Bungee Jumping,Active Life,-,-,Sports-Aerial,-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Burgers,Restaurants,-,-,Burger Restaurant,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Burmese,Restaurants,-,-,Restaurants,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Buses,Transportation,Hotels & Travel,-,Bus Lines,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Business Consulting,Professional Services,-,-,Business Consultants,-,-,-,2.0,2.0,5.0,2.5,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0
Business Financing,Financial Services,-,-,Financing,Banks & Financial Services,-,-,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.5,3.0,3.0,3.0,3.0
Business Law,Lawyers,Professional Services,-,Business Consultants,-,-,-,2.0,2.0,5.0,2.5,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0
Bus Rental,Local Services,-,-,Recreational Vehicles-Renting & Leasing,-,-,-,3.0,3.0,2.5,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Bus Stations,Transportation,Hotels & Travel,-,Bus Lines,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Bus Tours,Tours,Hotels & Travel,-,Tour Operators,-,-,-,3.0,3.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0
Butcher,Food,-,-,Butchers-Retail,Foods,General,-,4.0,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0
Counseling & Mental Health,Health & Medical,-,-,Mental Health Services,Therapy & Counselling,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Cabaret,Arts & Entertainment,-,-,Night clubs,-,-,-,2.0,4.0,2.0,3.0,2.5,3.0,3.5,4.0,4.5,3.5,2.0,3.0,3.0,3.0,3.0
Cabinetry,Home Services,-,-,Cabinet Makers,"Cabinets, Racks & Organizers",-,-,3.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Cable Cars,Transportation,Hotels & Travel,-,Community Transport & Carpooling,-,-,-,3.0,3.0,3.0,3.0,4.0,4.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Cafes,Restaurants,-,-,Cafeterias Restaurant,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Cafeteria,Restaurants,-,-,Cafeterias Restaurant,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Cajun/Creole,Restaurants,-,-,Cajun & Creole Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Patisserie/Cake Shop,Food,-,-,Pastry Shops,Foods,General,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Calabrian,Italian,Restaurants,-,Italian Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Calligraphy,Local Services,-,-,Calligraphers,Arts Supplies & Services,-,-,4.5,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0
Cambodian,Restaurants,-,-,Restaurants,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Campgrounds,Hotels & Travel,-,-,Campgrounds & RV Parks,-,-,-,3.2,3.0,2.0,2.8,3.0,3.0,2.4,2.4,2.0,3.0,3.0,3.75,3.0,3.0,3.0
Candle Stores,Home & Garden,Shopping,-,Home Centres,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,Retail Trade,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Candy Stores,Specialty Food,Food,-,Candy & Confectionery-Retail,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Cannabis Clinics,Health & Medical,-,-,Psychiatric and Substance Abuse Hospitals,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Cannabis Collective,Health & Medical,-,-,Pharmacies and Drug Stores,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0
Cannabis Dispensaries,Shopping,-,-,Pharmacies and Drug Stores,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0
Medical Cannabis Referrals,Health & Medical,-,-,Pharmacies and Drug Stores,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0
Cannabis Tours,Cannabis Clinics,Health & Medical,-,Psychiatric and Substance Abuse Hospitals,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Canteen,Restaurants,-,-,Restaurants,Restaurants,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Cantonese,Chinese,Restaurants,-,Cantonese Restaurant,-,-,-,4.0,2.8,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Canyoneering,Active Life,-,-,Adventure Games & Activities,-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Car Dealers,Automotive,-,-,Automobile Dealers – New Cars,-,-,-,2.8,3.0,3.0,3.0,3.0,2.8,3.0,3.2,3.25,2.5,3.0,3.0,3.0,4.25,3.0
Car Auctions,Automotive,-,-,Automobile Dealers – Used Cars,-,-,-,3.2,3.0,3.0,3.0,3.0,2.8,3.0,3.0,3.0,2.75,3.0,3.0,3.0,3.75,3.0
Car Brokers,Automotive,-,-,Automobile Dealers – Used Cars,-,-,-,3.2,3.0,3.0,3.0,3.0,2.8,3.0,3.0,3.0,2.75,3.0,3.0,3.0,3.75,3.0
Car Buyers,Automotive,-,-,Automobile Dealers – New Cars,-,-,-,2.8,3.0,3.0,3.0,3.0,2.8,3.0,3.2,3.25,2.5,3.0,3.0,3.0,4.25,3.0
Cardio Classes,Fitness & Instruction,Active Life,-,Exercise & Physical Fitness Programs,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.4,3.2,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Cardiologists,Doctors,Health & Medical,-,Physicians & Surgeons,-,-,-,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
Career Counseling,Professional Services,-,-,Career Counselling,-,-,-,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,3.0,3.0,3.0,3.0,3.0
Caribbean,Restaurants,-,-,Caribbean Restaurant,-,-,-,4.0,2.8,3.0,3.0,3.0,3.0,3.0,3.4,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Caricatures,Event Planning & Services,-,-,Photocomposition,Arts Supplies & Services,-,-,3.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Carousels,Active Life,-,-,Amusement Places,-,-,-,3.0,3.0,1.0,3.5,3.0,3.0,2.5,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Carpenters,Home Services,-,-,Finish Carpentry Contractors,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
Carpet Cleaning,Local Services,-,-,Carpet & Rug Custom Finishing,-,-,-,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Carpet Dyeing,Local Services,-,-,Carpet & Rug Custom Finishing,-,-,-,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Carpeting,Home Services,-,-,Home Decor & Furnishings,-,-,-,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
Carpet Installation,Home Services,-,-,Carpet & Rug Custom Finishing,-,-,-,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Car Rental,Hotels & Travel,-,-,Used Car Dealers,-,-,-,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
Car Share Services,Automotive,-,-,Used Car Dealers,-,-,-,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
Car Wash,Automotive,-,-,Car Washes,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Car Window Tinting,Auto Glass Services,Automotive,-,"Automotive Body, Paint and Interior Repair and Maintenance",-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Casinos,Arts & Entertainment,-,-,Casinos,Casinos & Gambling,-,-,3.0,3.0,2.0,3.0,2.5,2.5,3.5,3.5,4.0,3.5,3.0,3.0,3.0,4.0,3.0
Castles,Arts & Entertainment,-,-,Amusement and Theme Parks,Amusement Parks and Arcades,"Amusement, Gambling and Recreation Industries","Arts, Entertainment and Recreation",3.0,3.0,2.0,3.5,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0
Catalan,Restaurants,-,-,Restaurants,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Caterers,Event Planning & Services,-,-,Caterers,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Mobile Phone Accessories,Shopping,-,-,Cellular & Wireless Telephones-Equipment & Supplies,-,-,-,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0
Central Brazilian,Brazilian,Restaurants,-,Brazilian Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.25
Ceremonial Clothing,Fashion,Shopping,-,Clothing Accessories Stores,Clothing Stores,Clothing and Clothing Accessories Stores,Retail Trade,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
Challenge Courses,Active Life,-,-,Adventure Games & Activities,Games,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Champagne Bars,Bars,Nightlife,-,Drinking places (alcoholic beverages),-,-,-,3.0,3.0,2.0,3.2,3.0,3.6,3.0,3.0,3.0,3.0,2.25,3.0,3.0,3.0,3.0
Chee Kufta,Turkish,Restaurants,-,Restaurants,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Cheerleading,Specialty Schools,Education,-,Schools-Academic-Special Purpose,-,-,-,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0
Cheese Shops,Specialty Food,Food,-,Gourmet Shops,Foods,General,-,3.0,3.0,2.0,2.5,1.5,3.0,3.5,3.0,3.0,2.5,3.0,3.0,3.0,4.0,3.0
Cheesesteaks,Restaurants,-,-,Restaurants,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Cheese Tasting Classes,Tasting Classes,Education,-,Schools-Cooking,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Chicken Wings,Restaurants,-,-,Chicken Restaurant,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Chicken Shop,Restaurants,-,-,Chicken Restaurant,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Child Care & Day Care,Local Services,-,-,Schools-Special Purpose,Specialized Schools,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Children's Clothing,Fashion,Shopping,-,Children's and Infants' Clothing Stores,Clothing and Clothing Accessories Stores,Retail Trade,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0
Childproofing,Home Services,-,-,Safety Consultants & Training,-,-,-,3.0,2.5,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0
Children's Museums,Museums,Arts & Entertainment,-,Museums,-,-,-,5.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0
Chilean,Restaurants,-,-,Latin American Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
